cboid,cbodesc,cbotrans,iscoid,iscodesc,cbo_currno,isco_currno
"0-6","MÉDICOS, CIRURGIÕES-DENTISTAS, MÉDICOS VETERINÁRIOS, ENFERMEIROS E TRABALHADORES","","","",271,
"0-61","Médicos","","","",272,
"0-61.05","Médico, em geral","Medical doctors, general","2221","Medical doctors",273,76
"0-61.10","Cirurgião, em geral","Surgeons, general","2221","Medical doctors",274,76
"0-61.13","Médico de perícias médicas","Medical specialists","2221","Medical doctors",275,76
"0-61.15","Médico anestesista","Anesthetists","2221","Medical doctors",276,76
"0-61.17","Médico cardiologista","Cardiologists","2221","Medical doctors",277,76
"0-61.19","Médico dermatologista","Dermatologists","2221","Medical doctors",278,76
"0-61.22","Médico do trabalho","Occupational doctors","2221","Medical doctors",279,76
"0-61.25","Médico endocrinologista","Doctors of endocrinology","2221","Medical doctors",280,76
"0-61.27","Médico endoscopista","Doctors of endoscopy","2221","Medical doctors",281,76
"0-61.28","Médico fisiatra","Primary care physicians","2221","Medical doctors",282,76
"0-61.32","Médico ginecologista","Gynecologists","2221","Medical doctors",283,76
"0-61.35","Médico hemoterapeuta","Doctors of chemotherapy","2221","Medical doctors",284,76
"0-61.37","Médico legista","Forensic doctors","2221","Medical doctors",285,76
"0-61.38","Médico nefrologista","Nephrologists","2221","Medical doctors",286,76
"0-61.40","Médico sanitarista","Sanitation doctors","2221","Medical doctors",287,76
"0-61.42","Médico neurologista","Neurologists","2221","Medical doctors",288,76
"0-61.45","Médico obstetra","Doctors of obstetrics","2221","Medical doctors",289,76
"0-61.47","Médico oftalmologista","Ophthalmologists","2221","Medical doctors",290,76
"0-61.48","Médico homeopata","Homeopathic doctors","2221","Medical doctors",291,76
"0-61.50","Médico ortopedista","Orthopedists","2221","Medical doctors",292,76
"0-61.52","Médico otorrinolaringologista","Ear nose and throat doctors","2221","Medical doctors",293,76
"0-61.55","Médico pediatra","Pediatrists","2221","Medical doctors",294,76
"0-61.57","Médico pneumotisiologista","Pneumologists","2221","Medical doctors",295,76
"0-61.60","Médico proctologista","Proctologists","2221","Medical doctors",296,76
"0-61.62","Médico psiquiatra","Psychiatrists","2221","Medical doctors",297,76
"0-61.65","Médico radiologista","Doctors of radiology","2221","Medical doctors",298,76
"0-61.67","Médico radioterapeuta","Doctors of radiotherapy","2221","Medical doctors",299,76
"0-61.70","Médico urologista","Doctors of urology","2221","Medical doctors",300,76
"0-61.72","Patologista clínico","Clinical pathologists","2229","Health professionals (except nursing) not elsewhere classified",301,80
"0-61.75","Médico angiologista","Doctors of angioplasty","2221","Medical doctors",302,76
"0-61.77","Médico de medicina esportiva","Sports medicine doctors","2221","Medical doctors",303,76
"0-61.80","Cirurgião plástico","Plastic surgeons","2221","Medical doctors",304,76
"0-61.90","Outros médicos","Other doctors","2221","Medical doctors",305,76
"0-63","Cirurgiões-dentistas","","","",306,
"0-63.10","Cirurgião-dentista, em geral","Oral surgeons","2222","Dentists",307,77
"0-63.30","Cirurgião-dentista (saúde pública)","Oral surgeons (public health)","2222","Dentists",308,77
"0-63.35","Cirurgião-dentista (traumatologia bucomaxilo-facial)","Oral surgeons (oral trauma)","2222","Dentists",309,77
"0-63.40","Cirurgião-dentista (endodontia)","Oral surgeons (endodontics)","2222","Dentists",310,77
"0-63.45","Cirurgião-dentista (ortodontia)","Oral surgeons (orthodontist)","2222","Dentists",311,77
"0-63.50","Cirurgião-dentista (patologia bucal)","Dentist surgeons (oral pathology)","2222","Dentists",312,77
"0-63.55","Cirurgião-dentista (pediatria)","Oral surgeons (pediatrics)","2222","Dentists",313,77
"0-63.60","Cirurgião-dentista (prótese)","Oral surgeons","2222","Dentists",314,77
"0-63.65","Cirurgião-dentista (radiologia)","Oral surgeons (radiologist)","2222","Dentists",315,77
"0-63.70","Cirurgião-dentista (periodontia)","Oral surgeons (radiology)","2222","Dentists",316,77
"0-63.90","Outros cirurgiões-dentistas","Other oral surgeons","2222","Dentists",317,77
"0-65","Médicos veterinários e trabalhadores assemelhados","","","",318,
"0-65.10","Médico veterinário, em geral","Veterinary doctors","2223","Veterinarians",319,78
"0-65.30","Patologista (medicina veterinária)","Pathologists (veterinary medicine)","2223","Veterinarians",320,78
"0-65.40","Zootecnista","Zoo technicians","2211","Biologists, botanists, zoologists and related professionals",321,72
"0-65.90","Outros médicos veterinários e trabalhadores assemelhados","Other veterinary doctors and related professionals","2223","Veterinarians",322,78
"0-67","Farmacêuticos","","","",323,
"0-67.10","Farmacêutico, em geral","Pharmacists","2224","Pharmacists",324,79
"0-67.20","Farmacêutico cosmetólogo","Pharmacists","2224","Pharmacists",325,79
"0-67.90","Outros farmacêuticos","Other pharmacists","2224","Pharmacists",326,79
"0-68","Nutricionistas e trabalhadores assemelhados","","","",327,
"0-68.10","Nutricionista, em geral","Nutritionists","3223","Dieticians and nutritionists",328,162
"0-68.20","Nutricionista (saúde pública)","Nutritionists (public health)","3223","Dieticians and nutritionists",329,162
"0-68.30","Dietista","Dieticians","3223","Dieticians and nutritionists",330,162
"0-68.90","Outros nutricionistas e trabalhadores assemelhados","Other nutritionists and related professionals","3223","Dieticians and nutritionists",331,162
"0-7","MÉDICOS, CIRURGIÕES-DENTISTAS, MÉDICOS VETERINÁRIOS, ENFERMEIROS E TRABALHADORES","","","",332,
"0-71","Enfermeiros","","","",333,
"0-71.10","Enfermeiro, em geral","Nursing professionals","2230","Nursing and midwifery professionals",334,82
"0-71.30","Enfermeiro sanitarista","Sanitary nurse","2230","Nursing and midwifery professionals",335,82
"0-71.40","Enfermeiro do trabalho","Occupational nurses","2230","Nursing and midwifery professionals",336,82
"0-71.45","Enfermeiro obstétrico","Obstetrics nurses","2230","Nursing and midwifery professionals",337,82
"0-71.50","Enfermeiro de centro cirúrgico","Surgical nurses","2230","Nursing and midwifery professionals",338,82
"0-71.55","Enfermeiro de terapia intensiva","Intensive therapy nurses","2230","Nursing and midwifery professionals",339,82
"0-71.60","Enfermeiro puericultor e pediátrico","Pediatrics nurses","2230","Nursing and midwifery professionals",340,82
"0-71.65","Enfermeiro psiquiátrico","Psychiatric nurses","2230","Nursing and midwifery professionals",341,82
"0-71.90","Outros enfermeiros","Other nurses","2230","Nursing and midwifery professionals",342,82
"0-72","Técnicos de enfermagem e trabalhadores assemelhados (exceto enfermeiros)","","","",343,
"0-72.10","Técnico de enfermagem, em geral","Nursing technicians","3231","Nursing associate professionals",344,170
"0-72.15","Técnico de enfermagem do trabalho","Occupational nursing technicians","3231","Nursing associate professionals",345,170
"0-72.20","Técnico de enfermagem de terapia intensiva","Intensive therapy nursing technicians","3231","Nursing associate professionals",346,170
"0-72.30","Técnico de enfermagem psiquiátrica","Psychiatric nursing technicians","3231","Nursing associate professionals",347,170
"0-72.90","Outros técnicos de enfermagem e trabalhadores assemelhados (exceto enfermeiros)","Other nursing technicians and related workers (except nurses)","3231","Nursing associate professionals",348,170
"0-73","Assistentes sociais","","","",349,
"0-73.10","Assistente social, em geral","Social workers, general","2446","Social work professionals",350,115
"0-73.15","Assistente social (saúde)","Social workers (health)","2446","Social work professionals",351,115
"0-73.25","Assistente social (trabalho e previdência social)","Social workers (work and social security)","2446","Social work professionals",352,115
"0-73.45","Assistente social (problemas infanto-juvenis)","Social workers (youth problems)","2446","Social work professionals",353,115
"0-73.90","Outros assistentes sociais","Other social workers","3460","Social work associate professionals",354,214
"0-74","Psicólogos","","","",355,
"0-74.10","Psicólogo, em geral","Psychologists, general","2445","Psychologists",356,114
"0-74.15","Psicólogo do trabalho","Occupational psychologists","2445","Psychologists",357,114
"0-74.25","Psicólogo educacional","Educational psychologists","2445","Psychologists",358,114
"0-74.35","Psicólogo clínico","Clinical psychologists","2445","Psychologists",359,114
"0-74.45","Psicólogo de trânsito","Traffic psychologists","2445","Psychologists",360,114
"0-74.50","Psicólogo jurídico","Legal psychologists","2445","Psychologists",361,114
"0-74.55","Psicólogo de esporte","Sports psychologists","2445","Psychologists",362,114
"0-74.60","Psicólogo social","Social psychologists","2445","Psychologists",363,114
"0-74.90","Outros psicólogos","Other psychologists","2445","Psychologists",364,114
"0-75","Ortoptistas e ópticos","","","",365,
"0-75.25","Ortoptista","Orthoptists","3224","Optometrists and opticians",366,163
"0-75.30","Óptico","Opticians","3224","Optometrists and opticians",367,163
"0-75.40","Contactólogo","Optometrists (contact-lens fitting)","3224","Optometrists and opticians",368,163
"0-75.50","Tecnólogo em orientação e mobilidade de cegos e deficientes visuais","Orientation and mobility technicians for the blind and visually impaired","3224","Optometrists and opticians",369,163
"0-75.90","Outros ortoptistas e ópticos","Other opticians","3224","Optometrists and opticians",370,163
"0-76","Terapeutas","","","",371,
"0-76.20","Fisioterapeuta","Physiotherapists","3226","Physiotherapists and related associate professionals",372,165
"0-76.30","Terapeuta ocupacional","Occupational therapists","3226","Physiotherapists and related associate professionals",373,165
